DistrictID,DistrictName,ProvinceID,ProvinceName,Region,GID_2,GID_1,NAME_1,NAME_2,GADM_Latitude,GADM_Longitude,Population,Population_Density,Area,Is Strategic Zone Hub,Est Merchant 2026,Distributor Code,Distributor Name,SO,SO OFF,AO M06,Amount (Tax) M06,AO OFF M06,Amount (Tax) OFF M06,AO M05,Amount (Tax) M05,AO OFF M05,Amount (Tax) OFF M05
7699,Tân Tiến,24,Bắc Ninh,NO,Tân Tiến_07699,Bắc Ninh,Tân Tiến_07699,Bắc Ninh,21.250194,106.238216,33803,1327.690495,25.46,0,422,0,0,0,0,0,0,0,0,0,0,0,0
7339,Tân Yên,24,Bắc Ninh,NO,Tân Yên_07339,Bắc Ninh,Tân Yên_07339,Bắc Ninh,21.368381,106.127738,49966,1038.146686,48.13,0,624,0,0,0,0,0,0,0,0,0,0,0,0
7616,Tây Yên Tử,24,Bắc Ninh,NO,Tây Yên Tử,Bắc Ninh,Tây Yên Tử,Bắc Ninh,21.199185,106.76112,10452,78.72853269,132.76,0,130,0,0,0,0,0,0,0,0,0,0,0,0
9400,Thuận Thành,24,Bắc Ninh,NO,Thuận Thành,Bắc Ninh,Thuận Thành,Bắc Ninh,21.051731,106.083762,51528,1938.600451,26.58,0,644,0,0,0,0,0,0,0,0,0,0,0,0
9319,Tiên Du,24,Bắc Ninh,NO,Tiên Du,Bắc Ninh,Tiên Du,Bắc Ninh,21.15477,106.018449,44135,2104.673343,20.97,0,551,0,0,0,0,0,0,0,0,0,0,0,0
7381,Tiên Lục,24,Bắc Ninh,NO,Tiên Lục,Bắc Ninh,Tiên Lục,Bắc Ninh,21.422532,106.218451,5833,113.2841328,51.49,0,72,0,0,0,0,0,0,0,0,0,0,0,0
7696,Tiền Phong,24,Bắc Ninh,NO,Tiền Phong_07696,Bắc Ninh,Tiền Phong_07696,Bắc Ninh,21.237027,106.177192,35786,1165.667752,30.7,0,447,0,0,0,0,0,0,0,0,0,0,0,0
9430,Trạm Lộ,24,Bắc Ninh,NO,Trạm Lộ,Bắc Ninh,Trạm Lộ,Bắc Ninh,21.012021,106.128358,20813,1141.063596,18.24,0,260,0,0,0,0,0,0,0,0,0,0,0,0
9427,Trí Quả,24,Bắc Ninh,NO,Trí Quả,Bắc Ninh,Trí Quả,Bắc Ninh,21.049288,106.042264,34052,1706.867168,19.95,0,425,0,0,0,0,0,0,0,0,0,0,0,0
9523,Trung Chính,24,Bắc Ninh,NO,Trung Chính_09523,Bắc Ninh,Trung Chính_09523,Bắc Ninh,21.009757,106.241645,2655,96.05643994,27.64,0,33,0,0,0,0,0,0,0,0,0,0,0,0
9499,Trung Kênh,24,Bắc Ninh,NO,Trung Kênh,Bắc Ninh,Trung Kênh,Bắc Ninh,21.044638,106.283884,38023,1391.764275,27.32,0,475,0,0,0,0,0,0,0,0,0,0,0,0
7489,Trường Sơn,24,Bắc Ninh,NO,Trường Sơn_07489,Bắc Ninh,Trường Sơn_07489,Bắc Ninh,21.251722,106.548863,18353,252.9703653,72.55,0,229,0,0,0,0,0,0,0,0,0,0,0,0
7774,Tự Lạn,24,Bắc Ninh,NO,Tự Lạn,Bắc Ninh,Tự Lạn,Bắc Ninh,21.306895,106.055714,4478,112.2587115,39.89,0,55,0,0,0,0,0,0,0,0,0,0,0,0
9367,Từ Sơn,24,Bắc Ninh,NO,Từ Sơn,Bắc Ninh,Từ Sơn,Bắc Ninh,21.096999,105.956445,64705,3185.86903,20.31,0,808,0,0,0,0,0,0,0,0,0,0,0,0
7663,Tuấn Đạo,24,Bắc Ninh,NO,Tuấn Đạo,Bắc Ninh,Tuấn Đạo,Bắc Ninh,21.261161,106.770554,6310,64.47328088,97.87,0,78,0,0,0,0,0,0,0,0,0,0,0,0
7798,Vân Hà,24,Bắc Ninh,NO,Vân Hà,Bắc Ninh,Vân Hà,Bắc Ninh,21.243407,106.064192,57298,1327.264304,43.17,0,716,0,0,0,0,0,0,0,0,0,0,0,0
9238,Văn Môn,24,Bắc Ninh,NO,Văn Môn,Bắc Ninh,Văn Môn,Bắc Ninh,21.183757,105.933715,36883,2416.972477,15.26,0,461,0,0,0,0,0,0,0,0,0,0,0,0
7621,Vân Sơn,24,Bắc Ninh,NO,Vân Sơn_07621,Bắc Ninh,Vân Sơn_07621,Bắc Ninh,21.399607,106.93303,5958,80.52439519,73.99,0,74,0,0,0,0,0,0,0,0,0,0,0,0
7777,Việt Yên,24,Bắc Ninh,NO,Việt Yên_07777,Bắc Ninh,Việt Yên_07777,Bắc Ninh,21.2958,106.131623,5857,112.6996344,51.97,0,73,0,0,0,0,0,0,0,0,0,0,0,0
9190,Võ Cường,24,Bắc Ninh,NO,Võ Cường,Bắc Ninh,Võ Cường,Bắc Ninh,21.166728,106.059875,66239,3663.661504,18.08,0,827,0,0,0,0,0,0,0,0,0,0,0,0
9169,Vũ Ninh,24,Bắc Ninh,NO,Vũ Ninh,Bắc Ninh,Vũ Ninh,Bắc Ninh,21.192348,106.094939,4479,333.5070737,13.43,0,55,0,0,0,0,0,0,0,0,0,0,0,0
7870,Xuân Cẩm,24,Bắc Ninh,NO,Xuân Cẩm,Bắc Ninh,Xuân Cẩm,Bắc Ninh,21.271225,105.953938,72649,1337.426362,54.32,0,908,0,0,0,0,0,0,0,0,0,0,0,0
7246,Xuân Lương,24,Bắc Ninh,NO,Xuân Lương,Bắc Ninh,Xuân Lương,Bắc Ninh,21.582342,106.109013,18936,189.986957,99.67,0,236,0,0,0,0,0,0,0,0,0,0,0,0
7642,Yên Định,24,Bắc Ninh,NO,Yên Định_07642,Bắc Ninh,Yên Định_07642,Bắc Ninh,21.343654,106.794294,9201,191.0110027,48.17,0,115,0,0,0,0,0,0,0,0,0,0,0,0
7681,Yên Dũng,24,Bắc Ninh,NO,Yên Dũng,Bắc Ninh,Yên Dũng,Bắc Ninh,21.200999,106.204698,43482,829.4925601,52.42,0,543,0,0,0,0,0,0,0,0,0,0,0,0
9193,Yên Phong,24,Bắc Ninh,NO,Yên Phong_09193,Bắc Ninh,Yên Phong_09193,Bắc Ninh,21.196248,105.966973,62530,2242.02223,27.89,0,781,0,0,0,0,0,0,0,0,0,0,0,0
7288,Yên Thế,24,Bắc Ninh,NO,Yên Thế,Bắc Ninh,Yên Thế,Bắc Ninh,21.469898,106.127244,30188,691.2754752,43.67,0,377,0,0,0,0,0,0,0,0,0,0,0,0
9205,Yên Trung,24,Bắc Ninh,NO,Yên Trung_09205,Bắc Ninh,Yên Trung_09205,Bắc Ninh,21.229779,105.994134,35780,1950.926936,18.34,0,447,0,0,0,0,0,0,0,0,0,0,0,0
5425,An Bình,25,Phú Thọ,NO,An Bình_05425,Phú Thọ,An Bình_05425,Phú Thọ,20.459977,105.707808,18666,146.5034142,127.41,0,233,0,0,0,0,0,0,0,0,0,0,0,0
5395,An Nghĩa,25,Phú Thọ,NO,An Nghĩa,Phú Thọ,An Nghĩa,Phú Thọ,20.566688,105.72326,27140,283.5056931,95.73,0,339,0,0,0,0,0,0,0,0,0,0,0,0
7948,Âu Cơ,25,Phú Thọ,NO,Âu Cơ,Phú Thọ,Âu Cơ,Phú Thọ,21.393352,105.208142,18665,1492.006395,12.51,0,233,0,0,0,0,0,0,0,0,0,0,0,0
8527,Bản Nguyên,25,Phú Thọ,NO,Bản Nguyên,Phú Thọ,Bản Nguyên,Phú Thọ,21.282091,105.340286,33158,1172.074938,28.29,0,414,0,0,0,0,0,0,0,0,0,0,0,0
7996,Bằng Luân,25,Phú Thọ,NO,Bằng Luân,Phú Thọ,Bằng Luân,Phú Thọ,21.649913,105.049124,16676,279.0028442,59.77,0,208,0,0,0,0,0,0,0,0,0,0,0,0
5245,Bao La,25,Phú Thọ,NO,Bao La,Phú Thọ,Bao La,Phú Thọ,20.644598,104.977048,12222,117.2149228,104.27,0,152,0,0,0,0,0,0,0,0,0,0,0,0
8935,Bình Nguyên,25,Phú Thọ,NO,Bình Nguyên_08935,Phú Thọ,Bình Nguyên_08935,Phú Thọ,21.278869,105.656075,45724,1494.248366,30.6,0,571,0,0,0,0,0,0,0,0,0,0,0,0
8275,Bình Phú,25,Phú Thọ,NO,Bình Phú_08275,Phú Thọ,Bình Phú_08275,Phú Thọ,21.415567,105.364404,29201,1032.567185,28.28,0,365,0,0,0,0,0,0,0,0,0,0,0,0
8944,Bình Tuyền,25,Phú Thọ,NO,Bình Tuyền,Phú Thọ,Bình Tuyền,Phú Thọ,21.363931,105.686131,29474,503.8290598,58.5,0,368,0,0,0,0,0,0,0,0,0,0,0,0
8950,Bình Xuyên,25,Phú Thọ,NO,Bình Xuyên,Phú Thọ,Bình Xuyên,Phú Thọ,21.342812,105.649474,32043,1086.20339,29.5,0,400,0,0,0,0,0,0,0,0,0,0,0,0
8341,Cẩm Khê,25,Phú Thọ,NO,Cẩm Khê,Phú Thọ,Cẩm Khê,Phú Thọ,21.435678,105.104506,46348,918.8739096,50.44,0,579,0,0,0,0,0,0,0,0,0,0,0,0
5047,Cao Dương,25,Phú Thọ,NO,Cao Dương,Phú Thọ,Cao Dương,Phú Thọ,20.695237,105.641447,36227,319.5184336,113.38,0,452,0,0,0,0,0,0,0,0,0,0,0,0
5089,Cao Phong,25,Phú Thọ,NO,Cao Phong,Phú Thọ,Cao Phong,Phú Thọ,20.705224,105.357768,20020,257.4588477,77.76,0,250,0,0,0,0,0,0,0,0,0,0,0,0
4876,Cao Sơn,25,Phú Thọ,NO,Cao Sơn_04876,Phú Thọ,Cao Sơn_04876,Phú Thọ,20.884534,105.164255,8738,69.94316817,124.93,0,109,0,0,0,0,0,0,0,0,0,0,0,0
8038,Chân Mộng,25,Phú Thọ,NO,Chân Mộng,Phú Thọ,Chân Mộng,Phú Thọ,21.556936,105.212304,37982,422.7267668,89.85,0,474,0,0,0,0,0,0,0,0,0,0,0,0
7999,Chí Đám,25,Phú Thọ,NO,Chí Đám,Phú Thọ,Chí Đám,Phú Thọ,21.674863,105.16634,27582,558.7925446,49.36,0,344,0,0,0,0,0,0,0,0,0,0,0,0
8218,Chí Tiên,25,Phú Thọ,NO,Chí Tiên,Phú Thọ,Chí Tiên,Phú Thọ,21.423145,105.165975,1728,72.75789474,23.75,0,21,0,0,0,0,0,0,0,0,0,0,0,0
8614,Cự Đồng,25,Phú Thọ,NO,Cự Đồng,Phú Thọ,Cự Đồng,Phú Thọ,21.119121,105.244933,14762,322.5256718,45.77,0,184,0,0,0,0,0,0,0,0,0,0,0,0
4831,Đà Bắc,25,Phú Thọ,NO,Đà Bắc,Phú Thọ,Đà Bắc,Phú Thọ,20.872241,105.246598,19534,142.7923977,136.8,0,244,0,0,0,0,0,0,0,0,0,0,0,0
8923,Đại Đình,25,Phú Thọ,NO,Đại Đình,Phú Thọ,Đại Đình,Phú Thọ,21.464498,105.570667,20241,460.0227273,44,0,253,0,0,0,0,0,0,0,0,0,0,0,0
5347,Đại Đồng,25,Phú Thọ,NO,Đại Đồng_05347,Phú Thọ,Đại Đồng_05347,Phú Thọ,20.402319,105.498635,23985,294.7646553,81.37,0,299,0,0,0,0,0,0,0,0,0,0,0,0
8254,Dân Chủ,25,Phú Thọ,NO,Dân Chủ,Phú Thọ,Dân Chủ,Phú Thọ,21.473122,105.308755,18288,612.6633166,29.85,0,228,0,0,0,0,0,0,0,0,0,0,0,0
8071,Đan Thượng,25,Phú Thọ,NO,Đan Thượng,Phú Thọ,Đan Thượng,Phú Thọ,21.63278,104.971386,28402,337.5163399,84.15,0,355,0,0,0,0,0,0,0,0,0,0,0,0
8914,Đạo Trù,25,Phú Thọ,NO,Đạo Trù,Phú Thọ,Đạo Trù,Phú Thọ,21.520733,105.552336,24385,290.9904535,83.8,0,304,0,0,0,0,0,0,0,0,0,0,0,0
8662,Đào Xá,25,Phú Thọ,NO,Đào Xá,Phú Thọ,Đào Xá,Phú Thọ,21.211275,105.287213,31670,695.5853284,45.53,0,395,0,0,0,0,0,0,0,0,0,0,0,0
7969,Đoan Hùng,25,Phú Thọ,NO,Đoan Hùng,Phú Thọ,Đoan Hùng,Phú Thọ,21.618845,105.182633,30,0.669642857,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,Đồng Lương,25,Phú Thọ,NO,Đồng Lương_08431,Phú Thọ,Đồng Lương_08431,Phú Thọ,21.312215,105.157933,15664,431.1588219,36.33,0,195,0,0,0,0,0,0,0,0,0,0,0,0
8209,Đông Thành,25,Phú Thọ,NO,Đông Thành_08209,Phú Thọ,Đông Thành_08209,Phú Thọ,21.453381,105.196079,20075,622.4806202,32.25,0,250,0,0,0,0,0,0,0,0,0,0,0,0
4846,Đức Nhàn,25,Phú Thọ,NO,Đức Nhàn,Phú Thọ,Đức Nhàn,Phú Thọ,21.039118,104.906154,7277,67.63011152,107.6,0,90,0,0,0,0,0,0,0,0,0,0,0,0
5086,Dũng Tiến,25,Phú Thọ,NO,Dũng Tiến,Phú Thọ,Dũng Tiến,Phú Thọ,20.570959,105.566132,20,0.197823937,101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053,Hạ Hòa,25,Phú Thọ,NO,Hạ Hòa,Phú Thọ,Hạ Hòa,Phú Thọ,21.582961,105.032655,21450,520.2522435,41.23,0,268,0,0,0,0,0,0,0,0,0,0,0,0
8782,Hải Lựu,25,Phú Thọ,NO,Hải Lựu,Phú Thọ,Hải Lựu,Phú Thọ,21.462666,105.357404,29643,763.9948454,38.8,0,370,0,0,0,0,0,0,0,0,0,0,0,0
8110,Hiền Lương,25,Phú Thọ,NO,Hiền Lương,Phú Thọ,Hiền Lương,Phú Thọ,21.571732,104.946498,22000,268.5219089,81.93,0,275,0,0,0,0,0,0,0,0,0,0,0,0
8443,Hiền Quan,25,Phú Thọ,NO,Hiền Quan,Phú Thọ,Hiền Quan,Phú Thọ,21.358282,105.238135,27061,862.3645634,31.38,0,338,0,0,0,0,0,0,0,0,0,0,0,0
4795,Hòa Bình,25,Phú Thọ,NO,Hòa Bình_04795,Phú Thọ,Hòa Bình_04795,Phú Thọ,20.843523,105.359852,77418,1968.921668,39.32,0,967,0,0,0,0,0,0,0,0,0,0,0,0
8896,Hoàng An,25,Phú Thọ,NO,Hoàng An,Phú Thọ,Hoàng An,Phú Thọ,21.360888,105.522741,26,1.25,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,Hoàng Cương,25,Phú Thọ,NO,Hoàng Cương,Phú Thọ,Hoàng Cương,Phú Thọ,21.468807,105.132225,2747,69.5267021,39.51,0,34,0,0,0,0,0,0,0,0,0,0,0,0
8905,Hội Thịnh,25,Phú Thọ,NO,Hội Thịnh,Phú Thọ,Hội Thịnh,Phú Thọ,21.318037,105.545767,36554,1456.334661,25.1,0,456,0,0,0,0,0,0,0,0,0,0,0,0
5068,Hợp Kim,25,Phú Thọ,NO,Hợp Kim,Phú Thọ,Hợp Kim,Phú Thọ,20.649119,105.586256,20715,240.0625797,86.29,0,258,0,0,0,0,0,0,0,0,0,0,0,0
8770,Hợp Lý,25,Phú Thọ,NO,Hợp Lý,Phú Thọ,Hợp Lý,Phú Thọ,21.493502,105.463226,19315,566.4222874,34.1,0,241,0,0,0,0,0,0,0,0,0,0,0,0
8416,Hùng Việt,25,Phú Thọ,NO,Hùng Việt,Phú Thọ,Hùng Việt,Phú Thọ,21.360695,105.141399,22589,689.3194995,32.77,0,282,0,0,0,0,0,0,0,0,0,0,0,0
8632,Hương Cần,25,Phú Thọ,NO,Hương Cần,Phú Thọ,Hương Cần,Phú Thọ,21.016104,105.257503,176,2.164821648,81.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8515,Hy Cương,25,Phú Thọ,NO,Hy Cương,Phú Thọ,Hy Cương,Phú Thọ,21.349138,105.317987,22350,933.1941545,23.95,0,279,0,0,0,0,0,0,0,0,0,0,0,0
8635,Khả Cửu,25,Phú Thọ,NO,Khả Cửu,Phú Thọ,Khả Cửu,Phú Thọ,21.006904,105.12062,12950,87.21713362,148.48,0,161,0,0,0,0,0,0,0,0,0,0,0,0
4978,Kim Bôi,25,Phú Thọ,NO,Kim Bôi,Phú Thọ,Kim Bôi,Phú Thọ,20.660513,105.526903,35372,547.8085798,64.57,0,442,0,0,0,0,0,0,0,0,0,0,0,0
4894,Kỳ Sơn,25,Phú Thọ,NO,Kỳ Sơn,Phú Thọ,Kỳ Sơn,Phú Thọ,20.86893,105.403408,20012,172.9645635,115.7,0,250,0,0,0,0,0,0,0,0,0,0,0,0
5362,Lạc Lương,25,Phú Thọ,NO,Lạc Lương,Phú Thọ,Lạc Lương,Phú Thọ,20.479399,105.628737,24907,190.9899548,130.41,0,311,0,0,0,0,0,0,0,0,0,0,0,0
5266,Lạc Sơn,25,Phú Thọ,NO,Lạc Sơn,Phú Thọ,Lạc Sơn,Phú Thọ,20.449845,105.487315,271,4.664371773,58.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5392,Lạc Thủy,25,Phú Thọ,NO,Lạc Thủy,Phú Thọ,Lạc Thủy,Phú Thọ,20.476374,105.796899,24158,266.3799757,90.69,0,301,0,0,0,0,0,0,0,0,0,0,0,0
8560,Lai Đồng,25,Phú Thọ,NO,Lai Đồng,Phú Thọ,Lai Đồng,Phú Thọ,21.211953,104.913468,16074,148.2157676,108.45,0,200,0,0,0,0,0,0,0,0,0,0,0,0
8494,Lâm Thao,25,Phú Thọ,NO,Lâm Thao_08494,Phú Thọ,Lâm Thao_08494,Phú Thọ,21.338389,105.283251,30848,1996.634304,15.45,0,385,0,0,0,0,0,0,0,0,0,0,0,0
8761,Lập Thạch,25,Phú Thọ,NO,Lập Thạch,Phú Thọ,Lập Thạch,Phú Thọ,21.425051,105.467841,34081,871.6368286,39.1,0,426,0,0,0,0,0,0,0,0,0,0,0,0
9064,Liên Châu,25,Phú Thọ,NO,Liên Châu,Phú Thọ,Liên Châu,Phú Thọ,21.179586,105.557964,34500,1326.923077,26,0,431,0,0,0,0,0,0,0,0,0,0,0,0
8812,Liên Hòa,25,Phú Thọ,NO,Liên Hòa_08812,Phú Thọ,Liên Hòa_08812,Phú Thọ,21.414824,105.512498,18966,1008.829787,18.8,0,237,0,0,0,0,0,0,0,0,0,0,0,0
8227,Liên Minh,25,Phú Thọ,NO,Liên Minh_08227,Phú Thọ,Liên Minh_08227,Phú Thọ,21.358714,105.199571,23089,1100.524309,20.98,0,288,0,0,0,0,0,0,0,0,0,0,0,0
4960,Liên Sơn,25,Phú Thọ,NO,Liên Sơn_04960,Phú Thọ,Liên Sơn_04960,Phú Thọ,20.824093,105.504149,31353,260.8185675,120.21,0,391,0,0,0,0,0,0,0,0,0,0,0,0
8620,Long Cốc,25,Phú Thọ,NO,Long Cốc,Phú Thọ,Long Cốc,Phú Thọ,21.096361,105.079581,8576,127.8282904,67.09,0,107,0,0,0,0,0,0,0,0,0,0,0,0
4924,Lương Sơn,25,Phú Thọ,NO,Lương Sơn_04924,Phú Thọ,Lương Sơn_04924,Phú Thọ,20.894325,105.505261,44697,340.57452,131.24,0,558,0,0,0,0,0,0,0,0,0,0,0,0
5200,Mai Châu,25,Phú Thọ,NO,Mai Châu,Phú Thọ,Mai Châu,Phú Thọ,20.651532,105.113247,18854,127.6160823,147.74,0,235,0,0,0,0,0,0,0,0,0,0,0,0
5251,Mai Hạ,25,Phú Thọ,NO,Mai Hạ,Phú Thọ,Mai Hạ,Phú Thọ,20.61015,105.057152,10161,141.3999443,71.86,0,127,0,0,0,0,0,0,0,0,0,0,0,0
8593,Minh Đài,25,Phú Thọ,NO,Minh Đài,Phú Thọ,Minh Đài,Phú Thọ,21.180852,105.062788,23843,281.3665329,84.74,0,298,0,0,0,0,0,0,0,0,0,0,0,0
8338,Minh Hòa,25,Phú Thọ,NO,Minh Hòa,Phú Thọ,Minh Hòa,Phú Thọ,21.257373,105.112816,16177,236.3676213,68.44,0,202,0,0,0,0,0,0,0,0,0,0,0,0
5158,Mường Bi,25,Phú Thọ,NO,Mường Bi,Phú Thọ,Mường Bi,Phú Thọ,20.65116,105.175826,20597,217.2908535,94.79,0,257,0,0,0,0,0,0,0,0,0,0,0,0
5014,Mường Động,25,Phú Thọ,NO,Mường Động,Phú Thọ,Mường Động,Phú Thọ,20.689273,105.444841,25698,177.6072984,144.69,0,321,0,0,0,0,0,0,0,0,0,0,0,0
5134,Mường Hoa,25,Phú Thọ,NO,Mường Hoa,Phú Thọ,Mường Hoa,Phú Thọ,20.710665,105.206011,8434,80.67725273,104.54,0,105,0,0,0,0,0,0,0,0,0,0,0,0
5116,Mường Thàng,25,Phú Thọ,NO,Mường Thàng,Phú Thọ,Mường Thàng,Phú Thọ,20.653434,105.345975,19583,213.8348984,91.58,0,244,0,0,0,0,0,0,0,0,0,0,0,0
5287,Mường Vang,25,Phú Thọ,NO,Mường Vang,Phú Thọ,Mường Vang,Phú Thọ,20.582404,105.461989,20272,290.4714142,69.79,0,253,0,0,0,0,0,0,0,0,0,0,0,0
4990,Nật Sơn,25,Phú Thọ,NO,Nật Sơn,Phú Thọ,Nật Sơn,Phú Thọ,20.74608,105.52598,2850,18.42870999,154.65,0,35,0,0,0,0,0,0,0,0,0,0,0,0
5329,Ngọc Sơn,25,Phú Thọ,NO,Ngọc Sơn_05329,Phú Thọ,Ngọc Sơn_05329,Phú Thọ,20.424775,105.360228,8845,77.16130158,114.63,0,110,0,0,0,0,0,0,0,0,0,0,0,0
9052,Nguyệt Đức,25,Phú Thọ,NO,Nguyệt Đức,Phú Thọ,Nguyệt Đức,Phú Thọ,21.20166,105.61122,33650,1771.052632,19,0,420,0,0,0,0,0,0,0,0,0,0,0,0
5290,Nhân Nghĩa,25,Phú Thọ,NO,Nhân Nghĩa,Phú Thọ,Nhân Nghĩa,Phú Thọ,20.553858,105.516626,19162,235.4921961,81.37,0,239,0,0,0,0,0,0,0,0,0,0,0,0
7894,Nông Trang,25,Phú Thọ,NO,Nông Trang,Phú Thọ,Nông Trang,Phú Thọ,21.327186,105.360686,5690,358.0868471,15.89,0,71,0,0,0,0,0,0,0,0,0,0,0,0
5212,Pà Cò,25,Phú Thọ,NO,Pà Cò,Phú Thọ,Pà Cò,Phú Thọ,20.71022,104.88875,11163,96.43227367,115.76,0,139,0,0,0,0,0,0,0,0,0,0,0,0
7954,Phong Châu,25,Phú Thọ,NO,Phong Châu,Phú Thọ,Phong Châu,Phú Thọ,21.420945,105.262367,32028,1081.661601,29.61,0,400,0,0,0,0,0,0,0,0,0,0,0,0
8398,Phú Khê,25,Phú Thọ,NO,Phú Khê,Phú Thọ,Phú Khê,Phú Thọ,21.386624,105.097592,2524,68.0140124,37.11,0,31,0,0,0,0,0,0,0,0,0,0,0,0
8236,Phú Mỹ,25,Phú Thọ,NO,Phú Mỹ_08236,Phú Thọ,Phú Mỹ_08236,Phú Thọ,21.514306,105.26847,1523,55.66520468,27.36,0,19,0,0,0,0,0,0,0,0,0,0,0,0
8230,Phù Ninh,25,Phú Thọ,NO,Phù Ninh,Phú Thọ,Phù Ninh,Phú Thọ,21.416978,105.303942,44357,1129.251527,39.28,0,554,0,0,0,0,0,0,0,0,0,0,0,0
7942,Phú Thọ,25,Phú Thọ,NO,Phú Thọ_07942,Phú Thọ,Phú Thọ_07942,Phú Thọ,21.432235,105.230325,27535,1193.541396,23.07,0,344,0,0,0,0,0,0,0,0,0,0,0,0
8740,Phúc Yên,25,Phú Thọ,NO,Phúc Yên,Phú Thọ,Phúc Yên,Phú Thọ,21.246228,105.706507,62988,2691.794872,23.4,0,787,0,0,0,0,0,0,0,0,0,0,0,0
8521,Phùng Nguyên,25,Phú Thọ,NO,Phùng Nguyên,Phú Thọ,Phùng Nguyên,Phú Thọ,21.292878,105.291268,40426,1322.407589,30.57,0,505,0,0,0,0,0,0,0,0,0,0,0,0
8173,Quảng Yên,25,Phú Thọ,NO,Quảng Yên_08173,Phú Thọ,Quảng Yên_08173,Phú Thọ,21.51568,105.167676,14829,374.6589186,39.58,0,185,0,0,0,0,0,0,0,0,0,0,0,0
4873,Quy Đức,25,Phú Thọ,NO,Quy Đức,Phú Thọ,Quy Đức,Phú Thọ,20.883327,105.058832,9319,63.40749813,146.97,0,116,0,0,0,0,0,0,0,0,0,0,0,0
5323,Quyết Thắng,25,Phú Thọ,NO,Quyết Thắng_05323,Phú Thọ,Quyết Thắng_05323,Phú Thọ,20.474121,105.362452,22402,375.4944687,59.66,0,280,0,0,0,0,0,0,0,0,0,0,0,0
8866,Sơn Đông,25,Phú Thọ,NO,Sơn Đông_08866,Phú Thọ,Sơn Đông_08866,Phú Thọ,21.328635,105.466634,35531,1330.749064,26.7,0,444,0,0,0,0,0,0,0,0,0,0,0,0
8296,Sơn Lương,25,Phú Thọ,NO,Sơn Lương_08296,Phú Thọ,Sơn Lương_08296,Phú Thọ,21.475798,104.937916,23012,237.4329344,96.92,0,287,0,0,0,0,0,0,0,0,0,0,0,0
8848,Sông Lô,25,Phú Thọ,NO,Sông Lô,Phú Thọ,Sông Lô,Phú Thọ,21.375436,105.420834,33773,1011.167665,33.4,0,422,0,0,0,0,0,0,0,0,0,0,0,0
8911,Tam Đảo,25,Phú Thọ,NO,Tam Đảo,Phú Thọ,Tam Đảo,Phú Thọ,21.403631,105.637179,34247,432.4116162,79.2,0,428,0,0,0,0,0,0,0,0,0,0,0,0
8869,Tam Dương,25,Phú Thọ,NO,Tam Dương,Phú Thọ,Tam Dương,Phú Thọ,21.370137,105.575353,47212,1065.733634,44.3,0,590,0,0,0,0,0,0,0,0,0,0,0,0
8872,Tam Dương Bắc,25,Phú Thọ,NO,Tam Dương Bắc,Phú Thọ,Tam Dương Bắc,Phú Thọ,21.437392,105.587629,36721,801.768559,45.8,0,459,0,0,0,0,0,0,0,0,0,0,0,0
9043,Tam Hồng,25,Phú Thọ,NO,Tam Hồng,Phú Thọ,Tam Hồng,Phú Thọ,21.2153,105.568621,39616,1752.920354,22.6,0,495,0,0,0,0,0,0,0,0,0,0,0,0
8434,Tam Nông,25,Phú Thọ,NO,Tam Nông_08434,Phú Thọ,Tam Nông_08434,Phú Thọ,21.252476,105.293213,26013,920.8141593,28.25,0,325,0,0,0,0,0,0,0,0,0,0,0,0
8824,Tam Sơn,25,Phú Thọ,NO,Tam Sơn_08824,Phú Thọ,Tam Sơn_08824,Phú Thọ,21.438239,105.417284,25137,759.4259819,33.1,0,314,0,0,0,0,0,0,0,0,0,0,0,0
4792,Tân Hòa,25,Phú Thọ,NO,Tân Hòa_04792,Phú Thọ,Tân Hòa_04792,Phú Thọ,20.867401,105.317821,14100,247.4552475,56.98,0,176,0,0,0,0,0,0,0,0,0,0,0,0
5128,Tân Lạc,25,Phú Thọ,NO,Tân Lạc,Phú Thọ,Tân Lạc,Phú Thọ,20.58251,105.322305,41396,295.8970693,139.9,0,517,0,0,0,0,0,0,0,0,0,0,0,0
5206,Tân Mai,25,Phú Thọ,NO,Tân Mai_05206,Phú Thọ,Tân Mai_05206,Phú Thọ,20.784201,105.061461,7804,59.70468977,130.71,0,97,0,0,0,0,0,0,0,0,0,0,0,0
4849,Tân Pheo,25,Phú Thọ,NO,Tân Pheo,Phú Thọ,Tân Pheo,Phú Thọ,20.986412,105.03499,10369,74.39374372,139.38,0,129,0,0,0,0,0,0,0,0,0,0,0,0
8566,Tân Sơn,25,Phú Thọ,NO,Tân Sơn_08566,Phú Thọ,Tân Sơn_08566,Phú Thọ,21.243651,105.01812,17970,152.0175958,118.21,0,224,0,0,0,0,0,0,0,0,0,0,0,0
8023,Tây Cốc,25,Phú Thọ,NO,Tây Cốc,Phú Thọ,Tây Cốc,Phú Thọ,21.62598,105.130217,20906,353.9190791,59.07,0,261,0,0,0,0,0,0,0,0,0,0,0,0
