WardID,WardName,WardNameUnique,ProvinceID,ProvinceName,Region,GID_2,GID_1,NAME_2,NAME_1,GADM_Latitude,GADM_Longitude
07420,Mỹ Thái,Mỹ Thái,24,Bắc Ninh,NO,Mỹ Thái,Bắc Ninh,Mỹ Thái,Bắc Ninh,21.345414,106.208432
07603,Nam Dương,Nam Dương,24,Bắc Ninh,NO,Nam Dương,Bắc Ninh,Nam Dương,Bắc Ninh,21.315931,106.577484
09286,Nam Sơn,Nam Sơn,24,Bắc Ninh,NO,Nam Sơn,Bắc Ninh,Nam Sơn,Bắc Ninh,21.14912,106.103478
07795,Nếnh,Nếnh,24,Bắc Ninh,NO,Nếnh,Bắc Ninh,Nếnh,Bắc Ninh,21.233949,106.11863
07486,Nghĩa Phương,Nghĩa Phương,24,Bắc Ninh,NO,Nghĩa Phương,Bắc Ninh,Nghĩa Phương,Bắc Ninh,21.278437,106.475536
07351,Ngọc Thiện,Ngọc Thiện,24,Bắc Ninh,NO,Ngọc Thiện,Bắc Ninh,Ngọc Thiện,Bắc Ninh,21.364758,106.056035
07306,Nhã Nam,Nhã Nam,24,Bắc Ninh,NO,Nhã Nam,Bắc Ninh,Nhã Nam,Bắc Ninh,21.426697,106.106129
09253,Nhân Hòa,Nhân Hòa_09253,24,Bắc Ninh,NO,Nhân Hòa_09253,Bắc Ninh,Nhân Hòa_09253,Bắc Ninh,21.192348,106.140692
09475,Nhân Thắng,Nhân Thắng,24,Bắc Ninh,NO,Nhân Thắng,Bắc Ninh,Nhân Thắng,Bắc Ninh,21.084326,106.242249
09445,Ninh Xá,Ninh Xá,24,Bắc Ninh,NO,Ninh Xá,Bắc Ninh,Ninh Xá,Bắc Ninh,21.010751,106.077846
09349,Phật Tích,Phật Tích,24,Bắc Ninh,NO,Phật Tích,Bắc Ninh,Phật Tích,Bắc Ninh,21.093784,106.047078
09379,Phù Khê,Phù Khê,24,Bắc Ninh,NO,Phù Khê,Bắc Ninh,Phù Khê,Bắc Ninh,21.134903,105.932531
09292,Phù Lãng,Phù Lãng,24,Bắc Ninh,NO,Phù Lãng,Bắc Ninh,Phù Lãng,Bắc Ninh,21.138177,106.254528
07330,Phúc Hòa,Phúc Hòa,24,Bắc Ninh,NO,Phúc Hòa,Bắc Ninh,Phúc Hòa,Bắc Ninh,21.387025,106.160169
09265,Phương Liễu,Phương Liễu,24,Bắc Ninh,NO,Phương Liễu,Bắc Ninh,Phương Liễu,Bắc Ninh,21.158536,106.13196
07612,Phượng Sơn,Phượng Sơn,24,Bắc Ninh,NO,Phượng Sơn,Bắc Ninh,Phượng Sơn,Bắc Ninh,21.355,106.511254
07333,Quang Trung,Quang Trung_07333,24,Bắc Ninh,NO,Quang Trung_07333,Bắc Ninh,Quang Trung_07333,Bắc Ninh,21.429903,106.055479
09247,Quế Võ,Quế Võ,24,Bắc Ninh,NO,Quế Võ,Bắc Ninh,Quế Võ,Bắc Ninh,21.157431,106.168531
07534,Sa Lý,Sa Lý,24,Bắc Ninh,NO,Sa Lý,Bắc Ninh,Sa Lý,Bắc Ninh,21.542499,106.803335
07615,Sơn Động,Sơn Động,24,Bắc Ninh,NO,Sơn Động,Bắc Ninh,Sơn Động,Bắc Ninh,21.333259,106.846586
07543,Sơn Hải,Sơn Hải_07543,24,Bắc Ninh,NO,Sơn Hải_07543,Bắc Ninh,Sơn Hải_07543,Bắc Ninh,21.509265,106.580876
09433,Song Liễu,Song Liễu,24,Bắc Ninh,NO,Song Liễu,Bắc Ninh,Song Liễu,Bắc Ninh,21.016066,106.029296
09208,Tam Đa,Tam Đa,24,Bắc Ninh,NO,Tam Đa,Bắc Ninh,Tam Đa,Bắc Ninh,21.211324,106.01944
09202,Tam Giang,Tam Giang_09202,24,Bắc Ninh,NO,Tam Giang_09202,Bắc Ninh,Tam Giang_09202,Bắc Ninh,21.218578,105.936729
09370,Tam Sơn,Tam Sơn_09370,24,Bắc Ninh,NO,Tam Sơn_09370,Bắc Ninh,Tam Sơn_09370,Bắc Ninh,21.145585,105.978237
07264,Tam Tiến,Tam Tiến,24,Bắc Ninh,NO,Tam Tiến,Bắc Ninh,Tam Tiến,Bắc Ninh,21.501841,106.070617
07682,Tân An,Tân An_07682,24,Bắc Ninh,NO,Tân An_07682,Bắc Ninh,Tân An_07682,Bắc Ninh,21.239897,106.299842
09343,Tân Chi,Tân Chi,24,Bắc Ninh,NO,Tân Chi,Bắc Ninh,Tân Chi,Bắc Ninh,21.100103,106.07982
07432,Tân Dĩnh,Tân Dĩnh,24,Bắc Ninh,NO,Tân Dĩnh,Bắc Ninh,Tân Dĩnh,Bắc Ninh,21.301907,106.260773
07531,Tân Sơn,Tân Sơn_07531,24,Bắc Ninh,NO,Tân Sơn_07531,Bắc Ninh,Tân Sơn_07531,Bắc Ninh,21.570281,106.612161
07699,Tân Tiến,Tân Tiến_07699,24,Bắc Ninh,NO,Tân Tiến_07699,Bắc Ninh,Tân Tiến_07699,Bắc Ninh,21.250194,106.238216
07339,Tân Yên,Tân Yên_07339,24,Bắc Ninh,NO,Tân Yên_07339,Bắc Ninh,Tân Yên_07339,Bắc Ninh,21.368381,106.127738
07616,Tây Yên Tử,Tây Yên Tử,24,Bắc Ninh,NO,Tây Yên Tử,Bắc Ninh,Tây Yên Tử,Bắc Ninh,21.199185,106.76112
09400,Thuận Thành,Thuận Thành,24,Bắc Ninh,NO,Thuận Thành,Bắc Ninh,Thuận Thành,Bắc Ninh,21.051731,106.083762
09319,Tiên Du,Tiên Du,24,Bắc Ninh,NO,Tiên Du,Bắc Ninh,Tiên Du,Bắc Ninh,21.15477,106.018449
07381,Tiên Lục,Tiên Lục,24,Bắc Ninh,NO,Tiên Lục,Bắc Ninh,Tiên Lục,Bắc Ninh,21.422532,106.218451
07696,Tiền Phong,Tiền Phong_07696,24,Bắc Ninh,NO,Tiền Phong_07696,Bắc Ninh,Tiền Phong_07696,Bắc Ninh,21.237027,106.177192
09430,Trạm Lộ,Trạm Lộ,24,Bắc Ninh,NO,Trạm Lộ,Bắc Ninh,Trạm Lộ,Bắc Ninh,21.012021,106.128358
09427,Trí Quả,Trí Quả,24,Bắc Ninh,NO,Trí Quả,Bắc Ninh,Trí Quả,Bắc Ninh,21.049288,106.042264
09523,Trung Chính,Trung Chính_09523,24,Bắc Ninh,NO,Trung Chính_09523,Bắc Ninh,Trung Chính_09523,Bắc Ninh,21.009757,106.241645
09499,Trung Kênh,Trung Kênh,24,Bắc Ninh,NO,Trung Kênh,Bắc Ninh,Trung Kênh,Bắc Ninh,21.044638,106.283884
07489,Trường Sơn,Trường Sơn_07489,24,Bắc Ninh,NO,Trường Sơn_07489,Bắc Ninh,Trường Sơn_07489,Bắc Ninh,21.251722,106.548863
07774,Tự Lạn,Tự Lạn,24,Bắc Ninh,NO,Tự Lạn,Bắc Ninh,Tự Lạn,Bắc Ninh,21.306895,106.055714
09367,Từ Sơn,Từ Sơn,24,Bắc Ninh,NO,Từ Sơn,Bắc Ninh,Từ Sơn,Bắc Ninh,21.096999,105.956445
07663,Tuấn Đạo,Tuấn Đạo,24,Bắc Ninh,NO,Tuấn Đạo,Bắc Ninh,Tuấn Đạo,Bắc Ninh,21.261161,106.770554
07798,Vân Hà,Vân Hà,24,Bắc Ninh,NO,Vân Hà,Bắc Ninh,Vân Hà,Bắc Ninh,21.243407,106.064192
09238,Văn Môn,Văn Môn,24,Bắc Ninh,NO,Văn Môn,Bắc Ninh,Văn Môn,Bắc Ninh,21.183757,105.933715
07621,Vân Sơn,Vân Sơn_07621,24,Bắc Ninh,NO,Vân Sơn_07621,Bắc Ninh,Vân Sơn_07621,Bắc Ninh,21.399607,106.93303
07777,Việt Yên,Việt Yên_07777,24,Bắc Ninh,NO,Việt Yên_07777,Bắc Ninh,Việt Yên_07777,Bắc Ninh,21.2958,106.131623
09190,Võ Cường,Võ Cường,24,Bắc Ninh,NO,Võ Cường,Bắc Ninh,Võ Cường,Bắc Ninh,21.166728,106.059875
09169,Vũ Ninh,Vũ Ninh,24,Bắc Ninh,NO,Vũ Ninh,Bắc Ninh,Vũ Ninh,Bắc Ninh,21.192348,106.094939
07870,Xuân Cẩm,Xuân Cẩm,24,Bắc Ninh,NO,Xuân Cẩm,Bắc Ninh,Xuân Cẩm,Bắc Ninh,21.271225,105.953938
07246,Xuân Lương,Xuân Lương,24,Bắc Ninh,NO,Xuân Lương,Bắc Ninh,Xuân Lương,Bắc Ninh,21.582342,106.109013
07642,Yên Định,Yên Định_07642,24,Bắc Ninh,NO,Yên Định_07642,Bắc Ninh,Yên Định_07642,Bắc Ninh,21.343654,106.794294
07681,Yên Dũng,Yên Dũng,24,Bắc Ninh,NO,Yên Dũng,Bắc Ninh,Yên Dũng,Bắc Ninh,21.200999,106.204698
09193,Yên Phong,Yên Phong_09193,24,Bắc Ninh,NO,Yên Phong_09193,Bắc Ninh,Yên Phong_09193,Bắc Ninh,21.196248,105.966973
07288,Yên Thế,Yên Thế,24,Bắc Ninh,NO,Yên Thế,Bắc Ninh,Yên Thế,Bắc Ninh,21.469898,106.127244
09205,Yên Trung,Yên Trung_09205,24,Bắc Ninh,NO,Yên Trung_09205,Bắc Ninh,Yên Trung_09205,Bắc Ninh,21.229779,105.994134
05425,An Bình,An Bình_05425,25,Phú Thọ,NO,An Bình_05425,Phú Thọ,An Bình_05425,Phú Thọ,20.459977,105.707808
05395,An Nghĩa,An Nghĩa,25,Phú Thọ,NO,An Nghĩa,Phú Thọ,An Nghĩa,Phú Thọ,20.566688,105.72326
07948,Âu Cơ,Âu Cơ,25,Phú Thọ,NO,Âu Cơ,Phú Thọ,Âu Cơ,Phú Thọ,21.393352,105.208142
08527,Bản Nguyên,Bản Nguyên,25,Phú Thọ,NO,Bản Nguyên,Phú Thọ,Bản Nguyên,Phú Thọ,21.282091,105.340286
07996,Bằng Luân,Bằng Luân,25,Phú Thọ,NO,Bằng Luân,Phú Thọ,Bằng Luân,Phú Thọ,21.649913,105.049124
05245,Bao La,Bao La,25,Phú Thọ,NO,Bao La,Phú Thọ,Bao La,Phú Thọ,20.644598,104.977048
08935,Bình Nguyên,Bình Nguyên_08935,25,Phú Thọ,NO,Bình Nguyên_08935,Phú Thọ,Bình Nguyên_08935,Phú Thọ,21.278869,105.656075
08275,Bình Phú,Bình Phú_08275,25,Phú Thọ,NO,Bình Phú_08275,Phú Thọ,Bình Phú_08275,Phú Thọ,21.415567,105.364404
08944,Bình Tuyền,Bình Tuyền,25,Phú Thọ,NO,Bình Tuyền,Phú Thọ,Bình Tuyền,Phú Thọ,21.363931,105.686131
08950,Bình Xuyên,Bình Xuyên,25,Phú Thọ,NO,Bình Xuyên,Phú Thọ,Bình Xuyên,Phú Thọ,21.342812,105.649474
08341,Cẩm Khê,Cẩm Khê,25,Phú Thọ,NO,Cẩm Khê,Phú Thọ,Cẩm Khê,Phú Thọ,21.435678,105.104506
05047,Cao Dương,Cao Dương,25,Phú Thọ,NO,Cao Dương,Phú Thọ,Cao Dương,Phú Thọ,20.695237,105.641447
05089,Cao Phong,Cao Phong,25,Phú Thọ,NO,Cao Phong,Phú Thọ,Cao Phong,Phú Thọ,20.705224,105.357768
04876,Cao Sơn,Cao Sơn_04876,25,Phú Thọ,NO,Cao Sơn_04876,Phú Thọ,Cao Sơn_04876,Phú Thọ,20.884534,105.164255
08038,Chân Mộng,Chân Mộng,25,Phú Thọ,NO,Chân Mộng,Phú Thọ,Chân Mộng,Phú Thọ,21.556936,105.212304
07999,Chí Đám,Chí Đám,25,Phú Thọ,NO,Chí Đám,Phú Thọ,Chí Đám,Phú Thọ,21.674863,105.16634
08218,Chí Tiên,Chí Tiên,25,Phú Thọ,NO,Chí Tiên,Phú Thọ,Chí Tiên,Phú Thọ,21.423145,105.165975
08614,Cự Đồng,Cự Đồng,25,Phú Thọ,NO,Cự Đồng,Phú Thọ,Cự Đồng,Phú Thọ,21.119121,105.244933
04831,Đà Bắc,Đà Bắc,25,Phú Thọ,NO,Đà Bắc,Phú Thọ,Đà Bắc,Phú Thọ,20.872241,105.246598
08923,Đại Đình,Đại Đình,25,Phú Thọ,NO,Đại Đình,Phú Thọ,Đại Đình,Phú Thọ,21.464498,105.570667
05347,Đại Đồng,Đại Đồng_05347,25,Phú Thọ,NO,Đại Đồng_05347,Phú Thọ,Đại Đồng_05347,Phú Thọ,20.402319,105.498635
08254,Dân Chủ,Dân Chủ,25,Phú Thọ,NO,Dân Chủ,Phú Thọ,Dân Chủ,Phú Thọ,21.473122,105.308755
08071,Đan Thượng,Đan Thượng,25,Phú Thọ,NO,Đan Thượng,Phú Thọ,Đan Thượng,Phú Thọ,21.63278,104.971386
08914,Đạo Trù,Đạo Trù,25,Phú Thọ,NO,Đạo Trù,Phú Thọ,Đạo Trù,Phú Thọ,21.520733,105.552336
08662,Đào Xá,Đào Xá,25,Phú Thọ,NO,Đào Xá,Phú Thọ,Đào Xá,Phú Thọ,21.211275,105.287213
07969,Đoan Hùng,Đoan Hùng,25,Phú Thọ,NO,Đoan Hùng,Phú Thọ,Đoan Hùng,Phú Thọ,21.618845,105.182633
08431,Đồng Lương,Đồng Lương_08431,25,Phú Thọ,NO,Đồng Lương_08431,Phú Thọ,Đồng Lương_08431,Phú Thọ,21.312215,105.157933
08209,Đông Thành,Đông Thành_08209,25,Phú Thọ,NO,Đông Thành_08209,Phú Thọ,Đông Thành_08209,Phú Thọ,21.453381,105.196079
04846,Đức Nhàn,Đức Nhàn,25,Phú Thọ,NO,Đức Nhàn,Phú Thọ,Đức Nhàn,Phú Thọ,21.039118,104.906154
05086,Dũng Tiến,Dũng Tiến,25,Phú Thọ,NO,Dũng Tiến,Phú Thọ,Dũng Tiến,Phú Thọ,20.570959,105.566132
08053,Hạ Hòa,Hạ Hòa,25,Phú Thọ,NO,Hạ Hòa,Phú Thọ,Hạ Hòa,Phú Thọ,21.582961,105.032655
08782,Hải Lựu,Hải Lựu,25,Phú Thọ,NO,Hải Lựu,Phú Thọ,Hải Lựu,Phú Thọ,21.462666,105.357404
08110,Hiền Lương,Hiền Lương,25,Phú Thọ,NO,Hiền Lương,Phú Thọ,Hiền Lương,Phú Thọ,21.571732,104.946498
08443,Hiền Quan,Hiền Quan,25,Phú Thọ,NO,Hiền Quan,Phú Thọ,Hiền Quan,Phú Thọ,21.358282,105.238135
04795,Hòa Bình,Hòa Bình_04795,25,Phú Thọ,NO,Hòa Bình_04795,Phú Thọ,Hòa Bình_04795,Phú Thọ,20.843523,105.359852
08896,Hoàng An,Hoàng An,25,Phú Thọ,NO,Hoàng An,Phú Thọ,Hoàng An,Phú Thọ,21.360888,105.522741
08203,Hoàng Cương,Hoàng Cương,25,Phú Thọ,NO,Hoàng Cương,Phú Thọ,Hoàng Cương,Phú Thọ,21.468807,105.132225
08905,Hội Thịnh,Hội Thịnh,25,Phú Thọ,NO,Hội Thịnh,Phú Thọ,Hội Thịnh,Phú Thọ,21.318037,105.545767
05068,Hợp Kim,Hợp Kim,25,Phú Thọ,NO,Hợp Kim,Phú Thọ,Hợp Kim,Phú Thọ,20.649119,105.586256
08770,Hợp Lý,Hợp Lý,25,Phú Thọ,NO,Hợp Lý,Phú Thọ,Hợp Lý,Phú Thọ,21.493502,105.463226
08416,Hùng Việt,Hùng Việt,25,Phú Thọ,NO,Hùng Việt,Phú Thọ,Hùng Việt,Phú Thọ,21.360695,105.141399
08632,Hương Cần,Hương Cần,25,Phú Thọ,NO,Hương Cần,Phú Thọ,Hương Cần,Phú Thọ,21.016104,105.257503
08515,Hy Cương,Hy Cương,25,Phú Thọ,NO,Hy Cương,Phú Thọ,Hy Cương,Phú Thọ,21.349138,105.317987
08635,Khả Cửu,Khả Cửu,25,Phú Thọ,NO,Khả Cửu,Phú Thọ,Khả Cửu,Phú Thọ,21.006904,105.12062
04978,Kim Bôi,Kim Bôi,25,Phú Thọ,NO,Kim Bôi,Phú Thọ,Kim Bôi,Phú Thọ,20.660513,105.526903
04894,Kỳ Sơn,Kỳ Sơn,25,Phú Thọ,NO,Kỳ Sơn,Phú Thọ,Kỳ Sơn,Phú Thọ,20.86893,105.403408
05362,Lạc Lương,Lạc Lương,25,Phú Thọ,NO,Lạc Lương,Phú Thọ,Lạc Lương,Phú Thọ,20.479399,105.628737
05266,Lạc Sơn,Lạc Sơn,25,Phú Thọ,NO,Lạc Sơn,Phú Thọ,Lạc Sơn,Phú Thọ,20.449845,105.487315
05392,Lạc Thủy,Lạc Thủy,25,Phú Thọ,NO,Lạc Thủy,Phú Thọ,Lạc Thủy,Phú Thọ,20.476374,105.796899
08560,Lai Đồng,Lai Đồng,25,Phú Thọ,NO,Lai Đồng,Phú Thọ,Lai Đồng,Phú Thọ,21.211953,104.913468
08494,Lâm Thao,Lâm Thao_08494,25,Phú Thọ,NO,Lâm Thao_08494,Phú Thọ,Lâm Thao_08494,Phú Thọ,21.338389,105.283251
08761,Lập Thạch,Lập Thạch,25,Phú Thọ,NO,Lập Thạch,Phú Thọ,Lập Thạch,Phú Thọ,21.425051,105.467841
09064,Liên Châu,Liên Châu,25,Phú Thọ,NO,Liên Châu,Phú Thọ,Liên Châu,Phú Thọ,21.179586,105.557964
08812,Liên Hòa,Liên Hòa_08812,25,Phú Thọ,NO,Liên Hòa_08812,Phú Thọ,Liên Hòa_08812,Phú Thọ,21.414824,105.512498
08227,Liên Minh,Liên Minh_08227,25,Phú Thọ,NO,Liên Minh_08227,Phú Thọ,Liên Minh_08227,Phú Thọ,21.358714,105.199571
04960,Liên Sơn,Liên Sơn_04960,25,Phú Thọ,NO,Liên Sơn_04960,Phú Thọ,Liên Sơn_04960,Phú Thọ,20.824093,105.504149
08620,Long Cốc,Long Cốc,25,Phú Thọ,NO,Long Cốc,Phú Thọ,Long Cốc,Phú Thọ,21.096361,105.079581
04924,Lương Sơn,Lương Sơn_04924,25,Phú Thọ,NO,Lương Sơn_04924,Phú Thọ,Lương Sơn_04924,Phú Thọ,20.894325,105.505261
05200,Mai Châu,Mai Châu,25,Phú Thọ,NO,Mai Châu,Phú Thọ,Mai Châu,Phú Thọ,20.651532,105.113247
05251,Mai Hạ,Mai Hạ,25,Phú Thọ,NO,Mai Hạ,Phú Thọ,Mai Hạ,Phú Thọ,20.61015,105.057152
08593,Minh Đài,Minh Đài,25,Phú Thọ,NO,Minh Đài,Phú Thọ,Minh Đài,Phú Thọ,21.180852,105.062788
08338,Minh Hòa,Minh Hòa,25,Phú Thọ,NO,Minh Hòa,Phú Thọ,Minh Hòa,Phú Thọ,21.257373,105.112816
05158,Mường Bi,Mường Bi,25,Phú Thọ,NO,Mường Bi,Phú Thọ,Mường Bi,Phú Thọ,20.65116,105.175826
05014,Mường Động,Mường Động,25,Phú Thọ,NO,Mường Động,Phú Thọ,Mường Động,Phú Thọ,20.689273,105.444841
05134,Mường Hoa,Mường Hoa,25,Phú Thọ,NO,Mường Hoa,Phú Thọ,Mường Hoa,Phú Thọ,20.710665,105.206011
05116,Mường Thàng,Mường Thàng,25,Phú Thọ,NO,Mường Thàng,Phú Thọ,Mường Thàng,Phú Thọ,20.653434,105.345975
05287,Mường Vang,Mường Vang,25,Phú Thọ,NO,Mường Vang,Phú Thọ,Mường Vang,Phú Thọ,20.582404,105.461989
04990,Nật Sơn,Nật Sơn,25,Phú Thọ,NO,Nật Sơn,Phú Thọ,Nật Sơn,Phú Thọ,20.74608,105.52598
05329,Ngọc Sơn,Ngọc Sơn_05329,25,Phú Thọ,NO,Ngọc Sơn_05329,Phú Thọ,Ngọc Sơn_05329,Phú Thọ,20.424775,105.360228
09052,Nguyệt Đức,Nguyệt Đức,25,Phú Thọ,NO,Nguyệt Đức,Phú Thọ,Nguyệt Đức,Phú Thọ,21.20166,105.61122
05290,Nhân Nghĩa,Nhân Nghĩa,25,Phú Thọ,NO,Nhân Nghĩa,Phú Thọ,Nhân Nghĩa,Phú Thọ,20.553858,105.516626
07894,Nông Trang,Nông Trang,25,Phú Thọ,NO,Nông Trang,Phú Thọ,Nông Trang,Phú Thọ,21.327186,105.360686
05212,Pà Cò,Pà Cò,25,Phú Thọ,NO,Pà Cò,Phú Thọ,Pà Cò,Phú Thọ,20.71022,104.88875
07954,Phong Châu,Phong Châu,25,Phú Thọ,NO,Phong Châu,Phú Thọ,Phong Châu,Phú Thọ,21.420945,105.262367
08398,Phú Khê,Phú Khê,25,Phú Thọ,NO,Phú Khê,Phú Thọ,Phú Khê,Phú Thọ,21.386624,105.097592
08236,Phú Mỹ,Phú Mỹ_08236,25,Phú Thọ,NO,Phú Mỹ_08236,Phú Thọ,Phú Mỹ_08236,Phú Thọ,21.514306,105.26847
08230,Phù Ninh,Phù Ninh,25,Phú Thọ,NO,Phù Ninh,Phú Thọ,Phù Ninh,Phú Thọ,21.416978,105.303942
07942,Phú Thọ,Phú Thọ_07942,25,Phú Thọ,NO,Phú Thọ_07942,Phú Thọ,Phú Thọ_07942,Phú Thọ,21.432235,105.230325
08740,Phúc Yên,Phúc Yên,25,Phú Thọ,NO,Phúc Yên,Phú Thọ,Phúc Yên,Phú Thọ,21.246228,105.706507
08521,Phùng Nguyên,Phùng Nguyên,25,Phú Thọ,NO,Phùng Nguyên,Phú Thọ,Phùng Nguyên,Phú Thọ,21.292878,105.291268
08173,Quảng Yên,Quảng Yên_08173,25,Phú Thọ,NO,Quảng Yên_08173,Phú Thọ,Quảng Yên_08173,Phú Thọ,21.51568,105.167676
04873,Quy Đức,Quy Đức,25,Phú Thọ,NO,Quy Đức,Phú Thọ,Quy Đức,Phú Thọ,20.883327,105.058832
05323,Quyết Thắng,Quyết Thắng_05323,25,Phú Thọ,NO,Quyết Thắng_05323,Phú Thọ,Quyết Thắng_05323,Phú Thọ,20.474121,105.362452
08866,Sơn Đông,Sơn Đông_08866,25,Phú Thọ,NO,Sơn Đông_08866,Phú Thọ,Sơn Đông_08866,Phú Thọ,21.328635,105.466634
08296,Sơn Lương,Sơn Lương_08296,25,Phú Thọ,NO,Sơn Lương_08296,Phú Thọ,Sơn Lương_08296,Phú Thọ,21.475798,104.937916
08848,Sông Lô,Sông Lô,25,Phú Thọ,NO,Sông Lô,Phú Thọ,Sông Lô,Phú Thọ,21.375436,105.420834
08911,Tam Đảo,Tam Đảo,25,Phú Thọ,NO,Tam Đảo,Phú Thọ,Tam Đảo,Phú Thọ,21.403631,105.637179
08869,Tam Dương,Tam Dương,25,Phú Thọ,NO,Tam Dương,Phú Thọ,Tam Dương,Phú Thọ,21.370137,105.575353
08872,Tam Dương Bắc,Tam Dương Bắc,25,Phú Thọ,NO,Tam Dương Bắc,Phú Thọ,Tam Dương Bắc,Phú Thọ,21.437392,105.587629
09043,Tam Hồng,Tam Hồng,25,Phú Thọ,NO,Tam Hồng,Phú Thọ,Tam Hồng,Phú Thọ,21.2153,105.568621
08434,Tam Nông,Tam Nông_08434,25,Phú Thọ,NO,Tam Nông_08434,Phú Thọ,Tam Nông_08434,Phú Thọ,21.252476,105.293213
08824,Tam Sơn,Tam Sơn_08824,25,Phú Thọ,NO,Tam Sơn_08824,Phú Thọ,Tam Sơn_08824,Phú Thọ,21.438239,105.417284
04792,Tân Hòa,Tân Hòa_04792,25,Phú Thọ,NO,Tân Hòa_04792,Phú Thọ,Tân Hòa_04792,Phú Thọ,20.867401,105.317821
05128,Tân Lạc,Tân Lạc,25,Phú Thọ,NO,Tân Lạc,Phú Thọ,Tân Lạc,Phú Thọ,20.58251,105.322305
05206,Tân Mai,Tân Mai_05206,25,Phú Thọ,NO,Tân Mai_05206,Phú Thọ,Tân Mai_05206,Phú Thọ,20.784201,105.061461
04849,Tân Pheo,Tân Pheo,25,Phú Thọ,NO,Tân Pheo,Phú Thọ,Tân Pheo,Phú Thọ,20.986412,105.03499
08566,Tân Sơn,Tân Sơn_08566,25,Phú Thọ,NO,Tân Sơn_08566,Phú Thọ,Tân Sơn_08566,Phú Thọ,21.243651,105.01812
08023,Tây Cốc,Tây Cốc,25,Phú Thọ,NO,Tây Cốc,Phú Thọ,Tây Cốc,Phú Thọ,21.62598,105.130217
09040,Tề Lỗ,Tề Lỗ,25,Phú Thọ,NO,Tề Lỗ,Phú Thọ,Tề Lỗ,Phú Thọ,21.26046,105.546649
08788,Thái Hòa,Thái Hòa_08788,25,Phú Thọ,NO,Thái Hòa_08788,Phú Thọ,Thái Hòa_08788,Phú Thọ,21.45516,105.507564
08152,Thanh Ba,Thanh Ba,25,Phú Thọ,NO,Thanh Ba,Phú Thọ,Thanh Ba,Phú Thọ,21.528997,105.114576
07909,Thanh Miếu,Thanh Miếu,25,Phú Thọ,NO,Thanh Miếu,Phú Thọ,Thanh Miếu,Phú Thọ,21.294511,105.43606
08542,Thanh Sơn,Thanh Sơn_08542,25,Phú Thọ,NO,Thanh Sơn_08542,Phú Thọ,Thanh Sơn_08542,Phú Thọ,21.200594,105.201622
08674,Thanh Thủy,Thanh Thủy_08674,25,Phú Thọ,NO,Thanh Thủy_08674,Phú Thọ,Thanh Thủy_08674,Phú Thọ,21.150868,105.266371
04897,Thịnh Minh,Thịnh Minh,25,Phú Thọ,NO,Thịnh Minh,Phú Thọ,Thịnh Minh,Phú Thọ,20.97154,105.386605
09112,Thổ Tang,Thổ Tang,25,Phú Thọ,NO,Thổ Tang,Phú Thọ,Thổ Tang,Phú Thọ,21.232385,105.484988
08479,Thọ Văn,Thọ Văn,25,Phú Thọ,NO,Thọ Văn,Phú Thọ,Thọ Văn,Phú Thọ,21.253351,105.246489
04828,Thống Nhất,Thống Nhất_04828,25,Phú Thọ,NO,Thống Nhất_04828,Phú Thọ,Thống Nhất_04828,Phú Thọ,20.779644,105.336989
08545,Thu Cúc,Thu Cúc,25,Phú Thọ,NO,Thu Cúc,Phú Thọ,Thu Cúc,Phú Thọ,21.308564,104.890432
05092,Thung Nai,Thung Nai,25,Phú Thọ,NO,Thung Nai,Phú Thọ,Thung Nai,Phú Thọ,20.741947,105.267214
05293,Thượng Cốc,Thượng Cốc,25,Phú Thọ,NO,Thượng Cốc,Phú Thọ,Thượng Cốc,Phú Thọ,20.542335,105.393467
08323,Thượng Long,Thượng Long,25,Phú Thọ,NO,Thượng Long,Phú Thọ,Thượng Long,Phú Thọ,21.319422,105.012018
08842,Tiên Lữ,Tiên Lữ_08842,25,Phú Thọ,NO,Tiên Lữ_08842,Phú Thọ,Tiên Lữ_08842,Phú Thọ,21.368721,105.481496
08344,Tiên Lương,Tiên Lương,25,Phú Thọ,NO,Tiên Lương,Phú Thọ,Tiên Lương,Phú Thọ,21.460247,105.026989
04891,Tiền Phong,Tiền Phong_04891,25,Phú Thọ,NO,Tiền Phong_04891,Phú Thọ,Tiền Phong_04891,Phú Thọ,20.800796,105.187927
05191,Toàn Thắng,Toàn Thắng,25,Phú Thọ,NO,Toàn Thắng,Phú Thọ,Toàn Thắng,Phú Thọ,20.554833,105.243748
08245,Trạm Thản,Trạm Thản,25,Phú Thọ,NO,Trạm Thản,Phú Thọ,Trạm Thản,Phú Thọ,21.481487,105.261709
08311,Trung Sơn,Trung Sơn_08311,25,Phú Thọ,NO,Trung Sơn_08311,Phú Thọ,Trung Sơn_08311,Phú Thọ,21.353669,104.947334
08686,Tu Vũ,Tu Vũ,25,Phú Thọ,NO,Tu Vũ,Phú Thọ,Tu Vũ,Phú Thọ,21.065765,105.2772
08377,Vân Bán,Vân Bán,25,Phú Thọ,NO,Vân Bán,Phú Thọ,Vân Bán,Phú Thọ,21.41954,105.040875
08134,Văn Lang,Văn Lang_08134,25,Phú Thọ,NO,Văn Lang_08134,Phú Thọ,Văn Lang_08134,Phú Thọ,21.519845,104.979894
08611,Văn Miếu,Văn Miếu,25,Phú Thọ,NO,Văn Miếu,Phú Thọ,Văn Miếu,Phú Thọ,21.057241,105.17328
